,,,,,,,,,,,,,,,,,,,,,,Destek Unusrları(1),sartları,Destek Unusrları sart 1,Destek Unusrları sart 2,Destek Unusrları sart 3,Destek Unusrları sart 4,Destek Unusrları sart 5,Destek Unusrları sart 6,Destek Unusrları sart 7,Destek Unusrları sart 8,sorgulamam seçimi,kapasite,kanun,yatırım konusu,iozsart,revize id,,GTIP No,BIRIMI,ADI OZELLIGI,kullanıcı mail,rol,kayıt tarihi,dogrulamaKodu,kodGecerlilikTarihi,onayDurumu
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850300919012 - Kollektörler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850300999012 - KOLLEKTÖRLER; DÖKME DEMİR VEYA ÇELİK DÖKÜMDEN OLANLAR HARİÇ,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284310100000 - Gümüş (Purotargol),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"391220110011 - % 12,6'dan az oranda azot içeren ve % 25'den fazla oranda su",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284310900011 - Kolloidal altın,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284310900011 - Kolloidal altın,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280200000000 - KOLLOİDAL KÜKÜRT; SÜBLİME VEYA ÇÖKTÜRÜLMÜŞ,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284310900012 - Kolloidal platin,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284310900012 - Kolloidal platin,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380120900000 - Diğerleri,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853650800016 - Kollu şalterler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853650800016 - Kollu şalterler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380610000000 - Kolofanlar ve reçine asitleri,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380610000000 - Kolofanlar ve reçine asitleri,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380620000000 - KOLOFANLARIN VEYA REÇİNE ASİTLERİNİN VEYA  KOLOFAN VEYA REÇİNE ASİDİ TÜREVLERİNİN TUZLARI (KOLOFAN ADÜKTLERİNİN TUZLARI HARİÇ,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380620000000 - KOLOFANLARIN VEYA REÇİNE ASİTLERİNİN VEYA  KOLOFAN VEYA REÇİNE ASİDİ TÜREVLERİNİN TUZLARI (KOLOFAN ADÜKTLERİNİN TUZLARI HARİÇ,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380690009019 - Diğerleri,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330300900011 - Kolonyalar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330300900011 - Kolonyalar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620130100014 - Kolsuz ceketler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620130900014 - Kolsuz ceketler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620140100014 - Kolsuz ceketler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620140900014 - Kolsuz ceketler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620230100014 - Kolsuz ceketler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620230900014 - Kolsuz ceketler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620240100014 - Kolsuz ceketler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620240900014 - Kolsuz ceketler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620290000014 - Kolsuz ceketler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620130100014 - Kolsuz ceketler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620130900014 - Kolsuz ceketler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620140100014 - Kolsuz ceketler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620140900014 - Kolsuz ceketler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620230100014 - Kolsuz ceketler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620230900014 - Kolsuz ceketler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620240100014 - Kolsuz ceketler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620240900014 - Kolsuz ceketler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620290000014 - Kolsuz ceketler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830242000011 - ADİ METALLERDEN KOLTUK AMÖRTİSÖRLERİ,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151620910021 - Kolza yağı,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151620950011 - Kolza yağı,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151620910021 - Kolza yağı,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151620950011 - Kolza yağı,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901180000019 - Diğerleri,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"901190000000 - Aksam, parça ve aksesuar",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390810000011 - Kompaundları,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850940000015 - GIDA MADDELERİ İÇİN KOMPLE SETLER; EV İŞLERİNDE KULLANILMAYA MAHSUS KENDİNDEN ELEKTRİK MOTORLU ELEKTRO-MEKANİK,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841869009100 - Komple soğutma tesisleri,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841869009100 - Komple soğutma tesisleri,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283720004014 - Kompleks amonyum siyanürler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283720004014 - Kompleks amonyum siyanürler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283720004013 - Diğer kompleks potasyum siyanürler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283720003019 - Diğer kompleks sodyum siyanürleri,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283720002011 - Kompleks kadmiyum siyanürler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283720002011 - Kompleks kadmiyum siyanürler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283720002012 - Kompleks kalsiyum siyanürler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283720002012 - Kompleks kalsiyum siyanürler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283720004012 - KOMPLEKS POTASYUM FERRİSİYANÜR,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283720004011 - KOMPLEKS POTASYUM FERROSİYANÜR,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283720003011 - KOMPLEKS SODYUM FERROSİYANÜR,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284290809911 - Kompleks veya çift fosfatlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284290809911 - Kompleks veya çift fosfatlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284290809912 - Kompleks veya çift karbonatlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284290809912 - Kompleks veya çift karbonatlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284210000000 - KOMPLEKS VEYA ÇİFT SİLİKATLAR (ALUMİNA SİLİKATLAR DAHİL),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284210000000 - KOMPLEKS VEYA ÇİFT SİLİKATLAR (ALUMİNA SİLİKATLAR DAHİL),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853590000013 - KOMÜLATÖRLER; GERİLİMİ > 1000 V OLAN ELEKTRİK DEVRELERİ İÇİN,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853590000013 - KOMÜLATÖRLER; GERİLİMİ > 1000 V OLAN ELEKTRİK DEVRELERİ İÇİN,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853650800013 - Komütatörler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853650800013 - Komütatörler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"391910801000 - KONDENSASYON VEYA ÇEVRİLME POLİMERİZASYONU ÜRÜNLERİNDEN KENDİNDEN YAPIŞKAN LEVHA, PLAKA, ŞERİT, FİLM, FOLYO; GENİŞLİK <= 20CM",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"391910801000 - KONDENSASYON VEYA ÇEVRİLME POLİMERİZASYONU ÜRÜNLERİNDEN KENDİNDEN YAPIŞKAN LEVHA, PLAKA, ŞERİT, FİLM, FOLYO; GENİŞLİK <= 20CM",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391990802000 - Kondensasyon veya çevrilme polimerizasyonu ürünlerinden olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391990802000 - Kondensasyon veya çevrilme polimerizasyonu ürünlerinden olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391190190000 - Diğerleri,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848291100000 - BİLYALI VEYA MAKARALI YATAKLAR (RULMANLARIN) İÇİN KONİK MAKARALAR,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848220000000 - Konik makaralı yataklar (rulmanlar) (monte edilmek üzere hazırlanmış konik,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848220000000 - Konik makaralı yataklar (rulmanlar) (monte edilmek üzere hazırlanmış konik,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,844859000012 - 84.47 POZİSYONUNDAKİ MAKİNALAR VEYA BUNLARA YARDIMCI MAKİNALAR İÇİN KONİK ÖRGÜ ÇAPRAZ TARAKLAR,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848340231000 - KONİK VE KONİK/DÜZ DİŞLİLER VE DİŞLİ SİSTEMLERİ (SÜRTÜNME DİŞLİLERİ HARİÇ); SİVİL HAVA TAŞITLARINDA KULLANILMAYA MAHSUS OLANL,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848340239000 - Diğerleri,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200969510000 - Konsantre edilmiş,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200969710000 - Konsantre edilmiş,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"220430920000 - DİĞER ÜZÜM ŞIRALARI; KONSANTRE EDİLMİŞ, YOĞUNLUK =< 1.33 GR/M3, ALKOL DERECESİ =< %1",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"220430960000 - DİĞER ÜZÜM ŞIRALARI; KONSANTRE EDİLMİŞ, DİĞER",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380400001000 - Konsantre edilmiş sülfitli lesivler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350400100000 - Bu faslın 1 no'lu ek notunda belirtilmiş olan konsantre süt proteinleri,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701090100000 - Konserve kavanozları (sterilizasyon kavanozları),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701090100000 - Konserve kavanozları (sterilizasyon kavanozları),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853650150012 - Kontak akımı 10 A. i geçen rotatif anahtarlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853650150011 - Kontak akımı 10 A. i geçmeyen rotatif anahtarlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900130000000 - Kontak lensler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900130000000 - Kontak lensler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330790009011 - Kontaktlens veya suni göz solüsyonları,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330790009011 - Kontaktlens veya suni göz solüsyonları,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"853649000011 - Anma akımı 170 A.i (anma gücü AC 3, 380 V.da 90 kW.ı) geçmeyen",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"853649000012 - Anma akımı 170 A.i (anma gücü AC 3, 380 V.da 90 kW.ı) geçen kon",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730290001000 - DEMİR VEYA ÇELİKTEN DEMİRYOLU VE TRAMVAY HATTI İÇİN KONTR-RAYLAR,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"850152209011 - ÇOK FAZLI ALTERNATİF AKIM (AC) SERVO MOTORLARI; KONTROL ÜNİTESİ VE SÜRÜCÜSÜ İLE BİRLİKTE, 750 W < GÜÇ =< 7,5 KW, SİVİL HAVA T",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"441510100011 - BÜYÜK VE KÜÇÜK SANDIK, KAFES SANDIK, SİLİNDİR SANDIKLAR VB AMBALAJLAR; KONTRPLAK VEYA KAPLAMA TAHTASINDAN",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"441234000000 - Diğerleri, en az bir dış yüzü 4412.33 alt pozisyonunda",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"441239000000 - Diğerleri, her iki dış yüzü de iğne yapraklılardan olanlar",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441231900000 - Diğerleri,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"441231100000 - KONTRPLAKLAR, KAPLAMALI LEVHALAR VB. LAMİNE EDİLMİŞ AĞAÇLAR; EN AZ BİR DIŞ YÜZÜ MERANTİ, SİPO, VB.NDEN, KALINLIK<=6MM",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441210000000 - Bambudan olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"401120100012 - KAMYON, OTOBÜS İÇİN KAUÇUKTAN KONVANSİYONEL (CROPSSPLY) DIŞ LASTİK; YENİ, YÜKLEME ENDEKSİ =<121",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"401120900012 - KAMYON, OTOBÜS İÇİN KAUÇUKTAN KONVANSİYONEL (CROPSSPLY) DIŞ LASTİKLER; YENİ, YÜKLEME ENDEKSİ >121",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401110009013 - Konvansiyonel (crossply) dış lastikler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851629500000 - HERHANGİ BİR MAHALLİN VE BENZERİ YERLERİN ISITILMASINA MAHSUS KONVEKSİYON TİPİ ELEKTRİKLİ ISITICILAR,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220820120000 - Konyak,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220820620000 - Konyak,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220820120000 - Konyak,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220820620000 - Konyak,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830810000011 - ADİ METALLERDEN KOPÇALAR (ÇENGELLİ OLANLAR DAHİL),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390591000000 - Kopolimerler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120300000000 - Kopra,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120300000000 - Kopra,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"690390909013 - KORBORANDUMDAN (SİLİSYUM KARBÜRDEN) ATEŞE DAYANIKLI DİĞER SERAMİK EŞYA (KARNİ, POTAFIRIN, KAPSÜL, TAPA, MESNET, KAL POTASI, K",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"690390909013 - KORBORANDUMDAN (SİLİSYUM KARBÜRDEN) ATEŞE DAYANIKLI DİĞER SERAMİK EŞYA (KARNİ, POTAFIRIN, KAPSÜL, TAPA, MESNET, KAL POTASI, K",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580620001000 - Elastiki olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580620009000 - Diğerleri,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580610000019 - Dokumaya elverişli diğer maddelerden olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"580610000012 - İpekten, buretten veya diğer ipek döküntülerinden olanlar",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"580610000011 - KORDELA; SENTETİK VE SUNİ LİFLERDEN VEYA PAMUKTAN YAPILMIŞ KADİFE, PELÜŞ VE TIRTIL MENSUCATTAN",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580640000019 - Diğerleri,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580640000011 - 53.03 pozisyonundaki jüt ve bitki iç kabuklarının dokumaya elverişli lifle,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580632100019 - Diğerleri,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580639000019 - Diğerleri,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580639000011 - 53.03 pozisyonundaki jüt ve bitki iç kabuklarının dokumaya elverişli lifle,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580631000000 - KORDELALAR; PAMUKTAN,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"560500001000 - Kordonlar, sırmalar ve diğer şeritçi ve kaytancı eşyası",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"560500001000 - Kordonlar, sırmalar ve diğer şeritçi ve kaytancı eşyası",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851711000000 - Kordonsuz ahizeli telli telefon cihazları,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851711000000 - Kordonsuz ahizeli telli telefon cihazları,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,080620100000 - Korint üzümü,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070700900000 - Kornişonlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070700900000 - Kornişonlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621220000000 - KORSE VE KORSE PANTOLONLAR (ÖRÜLMÜŞ VEYA KROŞE OLSUN OLMASIN),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621220000000 - KORSE VE KORSE PANTOLONLAR (ÖRÜLMÜŞ VEYA KROŞE OLSUN OLMASIN),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"392690971000 - Korseler,giyim eşyası veya aksesuarı için balenler ve benzerleri",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293722000000 - Kortikosteroidal hormonlarının halojenlenmiş türevleri,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293722000000 - Kortikosteroidal hormonlarının halojenlenmiş türevleri,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293721000011 - Kortizon,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293721000011 - Kortizon,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120929800014 - Korunga (Onobrychis sativa L.),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120929800014 - Korunga (Onobrychis sativa L.),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220410940000 - Korunmuş coğrafi işareti (PGI) olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220421070000 - Korunmuş coğrafi işareti (PGI) olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220421060000 - Korunmuş menşe işareti (PDO) olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650610109000 - Diğerleri,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621132100012 - ERKEK/ERKEK ÇOCUK İÇİN KORUYUCU ELBİSE; PAMUKTAN (ÖRÜLMEMİŞ VEYA KROŞE OLMAYAN),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621133100012 - ERKEK/ERKEK ÇOCUK İÇİN KORUYUCU ELBİSE; SENTETİK/SUNİ LİFLERDEN (ÖRÜLMEMİŞ VEYA KROŞE OLMAYAN),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"640291100000 - DİĞER AYAKKABILAR; BİLEĞİ ÖRTEN, DIŞ TABANI VE YÜZÜ KAUÇUK VEYA PLASTİK MADDEDEN, KORUYUCU METAL BURUNLU",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"640299050000 - DİĞER AYAKKABILAR; DIŞ TABANI VE YÜZÜ KAUÇUK VEYA PLASTİK MADDEDEN, KORUYUCU METAL BURUNLU OLAN",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630790950000 - Diğerleri,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630790930000 - EN 149 standardına uygun FFP maskeler ve partiküllere karşı koruma,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392690600000 - Koruyucu yüz siperliği,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392690600000 - Koruyucu yüz siperliği,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901890840013 - Koter kalemi,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901890840013 - Koter kalemi,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"843141000000 - Kovalar, kepçeler, kürekler, kıskaçlar ve kancalar",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"843141000000 - Kovalar, kepçeler, kürekler, kıskaçlar ve kancalar",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"440341000000 - Koyu kırmızı Meranti, açık kırmızı Meranti ve Meranti Bakau",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"441231100000 - KONTRPLAKLAR, KAPLAMALI LEVHALAR VB. LAMİNE EDİLMİŞ AĞAÇLAR; EN AZ BİR DIŞ YÜZÜ MERANTİ, SİPO, VB.NDEN, KALINLIK<=6MM",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"440341002000 - KOYU KIRMIZI MERANTİ, AÇIK KIRMIZI MERANTİ, MERANTİ BAKAU (KARE ŞEKLİNDE YONTULMUŞ AĞAÇLAR)",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"440341001000 - KOYU KIRMIZI MERANTİ, AÇIK KIRMIZI MERANTİ, MERANTİ BAKAU (YUVARLAK AĞAÇLAR)",,,,,,,,
